what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1462166689752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166697915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166697982
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1462166697992
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1462166699563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166701007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166718180
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1462166719122
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1462166720918
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1462166722643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1462166723536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166724471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166726249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166729356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166788377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1462166791770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166792888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166830455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166830580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166831268
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1462166833602
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1462166837161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166841631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1462166841701
