what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479527114953
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479527115361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479527296861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479527301820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479527303022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479527404842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479527413988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479527419542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479527421721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479527426815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479527430158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479527431689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479527432577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479527493444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479527507955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479527509855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479527512870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479527514084
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1479527521157
