what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1479607324963
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1479607324963
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1479607324963
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1479607324963
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1479607324963
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1479607324978
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1479607324978
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1479607324978
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1479607324978
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1479607325087
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1479607325087
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1479607325087
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1479607325087
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1479607325087
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1479607325087
os,sysinfo,,,"win32",1479607325103
arch,sysinfo,,,"x86_64",1479607325103
ws,sysinfo,,,"win32",1479607325103
locale,sysinfo,,,"zh_CN",1479607325103
processors,sysinfo,,,"8",1479607325103
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1479607325103
java.runtime.version,sysinfo,,,"1.7.0_80-b15",1479607325103
java.specification.name,sysinfo,,,"Java Platform API Specification",1479607325103
java.specification.vendor,sysinfo,,,"Oracle Corporation",1479607325103
java.specification.version,sysinfo,,,"1.7",1479607325103
java.vendor,sysinfo,,,"Oracle Corporation",1479607325103
java.version,sysinfo,,,"1.7.0_80",1479607325103
java.vm.info,sysinfo,,,"mixed mode",1479607325103
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1479607325103
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1479607325103
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1479607325103
java.vm.specification.version,sysinfo,,,"1.7",1479607325103
java.vm.vendor,sysinfo,,,"Oracle Corporation",1479607325103
java.vm.version,sysinfo,,,"24.80-b11",1479607325103
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1479607337909
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1479607337993
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1479607341827
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1479607342108
